Move,Move Time (s),Evaluation Time (ms)
1,0.21203398704528809,46.59724235534668
2,0.3811976909637451,48.05779457092285
3,0.40851879119873047,40.65346717834473
4,0.49877309799194336,33.27298164367676
5,0.5272259712219238,34.59501266479492
6,0.6192700862884521,28.237342834472656
7,0.568490743637085,30.64727783203125
8,0.6045019626617432,27.250289916992188
9,0.4984259605407715,26.313066482543945
10,0.5083096027374268,30.32994270324707
11,0.6466989517211914,41.69321060180664
12,0.5990245342254639,39.778947830200195
13,0.5799515247344971,44.74306106567383
14,0.5214252471923828,32.11784362792969
15,0.5670557022094727,35.798072814941406
16,0.7634656429290771,42.611122131347656
17,0.5285687446594238,30.173540115356445
